"phenotype","genotype"
0.344913828535167,0
0.435276657921994,1
0.875611117623363,0
0.519884060108931,0
0.536434466722558,0
0.899439606992318,0
0.628343864103536,0
0.177849346549273,0
0.311810589655462,0
0.375797836360018,0
0.813824640932615,0
0.600704118899367,0
0.611953062480254,0
0.531199847911176,0
0.346146718010215,0
0.638325277907321,0
0.0690212931041716,0
0.691919533541622,0
0.368439542085163,0
0.219720624280463,0
0.438687489048252,0
0.229156581309767,0
0.301040858105322,0
0.327872890879591,0
0.104641057142531,0
0.726217612955509,0
0.543204098470454,1
0.204282670646606,0
0.819885891080499,0
0.618974561641821,0
0.417201411104759,1
0.740166454537069,0
0.736063479323754,1
0.722222821584528,0
0.688649940781021,0
0.65334123664282,1
0.482539085832677,0
0.414179603574375,1
0.393614190050113,0
0.30978865902773,1
0.44150128900947,0
0.177782108172087,0
0.810494304140881,0
0.207536175067765,0
0.387468320139344,0
0.370100743308034,0
0.711863324784287,0
0.476491920982728,0
0.57118182538981,0
0.491947502730699,0
0.487907811862397,0
0.842266028942992,0
0.436507961263455,0
0.868613506754053,0
0.661487033671654,0
0.534906167445092,0
0.560743825277275,1
0.606157423545145,0
0.360470576042621,0
0.406637090731475,0
0.230852066294518,0
0.218835084981573,0
0.585145382717421,0
0.624894675576419,0
0.514949669081686,0
0.746664848969516,0
0.939660727946821,0
0.363512489647324,0
0.0385448611899437,0
0.766204836035845,0
0.306069168257841,0
0.31151277592739,0
0.770744740630985,1
0.42006208858891,0
0.186867827817389,0
0.551042894683616,0
0.460865262829686,0
0.501626042507804,0
0.607706247943011,1
0.396310631431652,0
0.677179690800077,0
0.437985163306859,0
0.592968904849246,0
0.786716064085373,0
0.62135035421486,0
0.408648941805216,1
0.798011919998926,0
0.763384106399793,0
0.65187039007995,0
0.567112306006591,0
0.32712228183728,0
0.840769336406862,0
0.334382826091263,1
0.87131547073088,0
0.433734069629467,0
0.22906170445522,0
0.305760413855005,0
0.572175632289474,0
0.430666248963676,1
0.402678597679412,0
0.24638632580608,0
0.487299473428222,0
0.286899668207606,0
0.107397174993464,0
0.39368133844428,0
0.745885382743217,0
0.34096620672871,0
0.667645468844283,0
0.114985746580876,0
0.484329187732114,0
0.644118794564693,0
0.584486489752203,0
0.529790539209534,0
0.323777480402706,0
0.270859227659648,0
0.229584104852845,0
0.533159665006582,0
0.24736236516344,0
0.363640244541576,0
0.428044976054819,0
0.916618693674019,0
0.320848262774561,0
0.566178308437614,0
0.5219842511231,0
0.243982089027339,0
0.479890553932678,0
0.856155073403817,0
0.625789639838503,0
0.511630393611407,0
0.382107820098088,0
0.0600270188021628,0
0.794248408555265,0
0.140998775142397,0
0.701769763731454,0
0.924490935468172,0
0.14396198728914,0
0.692029492789314,0
0.426343757434591,0
0.122212771300905,0
0.131690477978203,0
0.117536466790919,0
0.352800845516964,0
0.688463561183388,0
0.944460130844978,0
0.173469824310126,0
0.713809282528176,0
0.709120821448269,0
0.593085171967604,0
0.2331889533142,0
0.46633216990499,0
0.421279052247913,1
0.655754402063303,0
0.395821489345508,0
0.759548943173739,0
0.395232584740593,0
0.776890898560029,0
0.223905111000331,0
0.178835425029185,0
0.994783322007835,0
0.383647493015852,0
0.583674644351932,0
0.67514281378244,0
0.365469064176843,0
0.643436046533198,0
0.603222998918118,0
0.439413109189945,0
0.518414072012015,0
0.490390483145579,0
0.947048887358274,0
0.297877899544211,0
0.510658992103028,0
0.587072866502791,0
0.621715799034745,0
0.372347960826472,0
0.220726521042487,0
0.821773922421296,0
0.402097165691434,0
0.267000846946279,0
0.433572332436489,0
0.444508762676838,0
0.789587820756287,0
0.52389355063703,0
0.705342112518089,1
0.361286531843111,0
0.560325293462034,0
0.40899356039715,0
0.526667062334712,0
0.259776337089631,0
0.168798166757975,0
0.934260767952059,0
0.665735535168132,0
0.180628458345023,0
0.331512795149162,0
0.953079449867153,0
0.83151598291108,0
0.425522786386519,0
0.65048262145978,0
0.384335327708152,1
0.367504850472422,0
0.285974744247174,0
0.335870538947754,0
0.890058235337146,0
0.484761645827017,0
0.533609486246181,0
0.568495481060589,0
0.815546580573148,0
0.35677814821685,0
0.236846352650857,0
0.89374837910786,0
0.377021359145192,0
0.302525423623661,0
0.183677233427797,0
0.173928478527576,0
0.341330253007818,0
0.670278061728451,0
0.789572029298646,0
0.693517806043672,0
0.398237514047503,0
0.516851502222889,0
0.307249094291396,1
0.304018291650076,0
0.737640207824097,0
0.231534422513033,0
0.929734446255407,0
0.474533903797046,0
0.560351456462119,0
0.298590642767135,0
0.341220188525329,0
0.167588408722481,0
0.448502333725268,0
0.616932803188175,0
0.590900862825332,0
0.287742932955644,0
0.28596996096973,0
0.360504139914975,0
0.865147266895624,1
0.204462408674313,0
0.449588601846926,0
0.923702888417423,0
0.471533099244333,0
0.317519008382481,0
0.634984342742245,0
0.394951676766399,0
0.344541455355757,0
0.40367901599408,0
0.525515968877842,0
0.881987212376861,0
0.475028117654486,0
0.783169219021197,0
0.673622883325108,0
0.467967856199734,0
0.128636064775526,0
0.35542265713348,0
0.363825536955984,0
0.513300225419716,0
0.829126742793021,0
0.960313042133833,0
0.873790676458619,0
0.462479149231355,0
0.0947901670407189,0
0.391333534478795,0
0.525152765939812,0
0.727991521224826,0
0.756175205765578,0
0.687533701803964,0
0.152771542642322,1
0.729125767053152,0
0.375554469273287,0
0.549219628243382,0
0.521023420541546,0
0.61943883387441,0
0.506960430512896,0
0.700893346328004,0
0.607911026928199,0
0.425381718654059,0
0.533299767577077,0
0.537770445048861,0
0.562163837103083,0
0.888537021939913,0
0.438386747433804,0
0.54732923005964,0
0.802187706612888,0
0.777221475610831,0
0.797251157827522,0
0.340404237961101,0
0.934814287428454,0
0.518810898018986,0
0.919455593970929,0
0.161077181653599,0
0.505919205569026,0
0.819096862138861,0
0.304523308491319,0
0.295002852701497,0
0.249472735347439,0
0.223153698210895,0
0.378111024883844,1
0.592802260406222,0
0.559635712261809,0
0.816404817094293,0
0.938413693358167,0
0.829318590418238,0
0.706029401589399,0
0.0989137814970446,0
0.334054264636164,0
0.401436413941897,0
0.692475820392031,0
0.470210829158485,0
0.179138823120631,0
0.895029597462094,0
0.744069103341229,0
0.566748956299137,0
0.81259418851832,0
0.163391013708213,0
0.681456594721072,0
0.354941497742962,0
0.687388259126506,0
0.482846289750469,0
0.674199847544448,0
0.835984527623374,0
0.502056493147758,0
0.768915445729075,0
0.193581304826508,0
0.30289829872467,0
0.869075832851433,0
0.605538875851854,0
0.060128041922962,0
0.158592398456768,0
0.443499096178232,0
0.733064020327274,1
0.471277336450899,0
0.671903976900476,1
0.755349369887752,0
0.893063622012989,0
0.515799028746974,1
0.485338578111995,0
0.0952396745369397,0
0.528003051141571,0
0.341893293537652,1
0.241141570945084,0
0.449348924633238,0
0.76831689982922,0
0.380803161169825,0
0.532875657885278,1
0.260295370589436,0
0.593555138863281,0
0.614869297365726,0
0.490681285503473,0
0.0287282004060046,0
0.976659647491978,0
0.442234081176056,0
0.678954889026176,0
0.576877126211272,1
0.7705400262315,0
0.721252770330242,0
0.440976306511067,0
0.605753125973839,0
0.247849547903752,1
0.371623019593888,0
0.96844071081919,1
0.109920479750114,0
0.370823641702689,0
0.723161242646234,0
0.641629171266525,0
0.337226510932624,0
0.235858915351027,1
0.540704306311759,0
0.495964002734318,1
0.0902614713569105,0
0.50974597114091,0
0.55354529889357,0
0.549198226853115,1
0.222590563112026,0
0.632464425176797,0
0.844131242243838,0
0.627074404637719,0
0.204832601089079,1
0.3785232901065,0
0.596924374587425,0
0.322124858319973,0
0.737543622857339,0
0.275827865632493,0
0.341439796475551,0
0.866485252449588,0
0.289596813770203,0
0.728167664659716,0
0.178729232307914,0
0.400748341124616,0
0.479257029672113,0
0.197755531720414,0
0.325332980969857,0
0.491864359621115,0
0.684016310953829,0
0.109996092695957,0
0.402068520151852,0
0.705936404501051,0
0.350688141917516,0
0.563917084686579,0
0.636810380393915,0
0.575226226762815,0
0.679491883451902,0
0.465416103372549,0
0.384516626325079,0
0.473795542061426,0
0.620016202116351,0
0.648400560539965,0
0.346296512826152,0
0.908308819759268,0
0.5803968536039,0
0.5355986019785,0
0.823593583642401,0
0.303699469671413,0
0.374526914105973,0
0.503139461715117,0
0.887428215578184,0
0.446374420358749,0
0.605823495736508,0
0.584177179022736,0
0.233818679237486,0
0.50543281843562,0
0.217581529578459,0
0.694827385643535,1
0.784050965198303,0
0.81620438820806,0
0.18270438560057,0
0.626676215640157,0
0.681218400379897,0
0.44374866434563,0
0.3226281275473,0
0.546558968947849,0
0.622340630703881,0
0.737314467788224,0
0.0601167811334404,0
0.112142689820188,0
0.853624288660293,1
0.77552017339083,0
0.621379618213324,0
0.695460376818247,0
0.745450834267411,0
0.0194537933503756,0
0.789665882153594,0
0.365143178560945,0
0.564846079339007,0
0.41717744908657,0
0.734567534191593,0
0.402422074120728,0
0.64387648091475,0
0.390811003290629,0
0.214177256671053,0
0.810919236580078,0
0.702011462542437,0
0.900739344500992,0
0.518374855152314,0
0.792875300171424,0
0.931934829201681,0
0.420976880917629,0
0.166437595559329,0
0.432714661826875,0
0.439787743336297,1
0.542728640257267,0
0.899047366615199,0
0.408590208482699,0
0.604334105524643,0
0.435973334409141,0
0.505768892994585,0
0.588063981384618,1
0.83457934152471,0
0.534192773219215,0
0.694862943129714,0
0.711586292697318,0
0.744877450599786,0
0.341218632998528,0
0.886403119180218,0
0.393480785495127,1
0.470179063475107,0
0.848841258292124,0
0.827923666079563,0
0.214794616289737,0
0.265163983060281,0
0.159716869112608,1
0.551195354992543,1
0.546424190142382,0
0.601888398978074,0
0.652872537616714,0
0.333952557085175,0
0.236570877869614,0
0.771021244249383,0
0.704585569894256,1
0.132620611559998,0
0.473174120646129,0
0.259635695631686,0
0.542290284615255,0
0.477663283712897,0
0.472548407513204,0
0.560802833364873,1
0.73711192458691,0
0.557849405360759,0
0.330128690094851,0
0.299537820786664,0
0.462858250008294,0
0.586944341548826,0
0.226050458488443,0
0.448114452842727,0
0.757284338766341,0
0.469476442816453,0
0.308834174706225,0
0.422516733169095,0
0.652309369590751,0
0.816404978591831,0
0.539192788176962,0
0.614553566304648,1
0.345450702201329,0
0.66696309897146,0
0.35939192208114,0
0.148150611239469,0
0.536070315255462,0
0.92868449086246,0
0.717096157890164,1
0.80152290052098,0
0.600440206908197,0
0.332198617075111,0
0.443090324974487,0
0.423267117177514,0
0.369547051488831,0
