"phenotype","genotype"
0.684541143188809,0
0.751492654833966,0
0.821905328655269,0
0.812748373243438,0
0.616742961400219,0
0.462545236356639,0
0.59568732632529,0
0.701868844927425,0
0.544788742456852,0
0.30551838118274,0
0.474352894294911,0
0.291424796356788,0
0.218571622194538,0
0.60763094460245,0
0.605901392072423,0
0.18068341520407,0
0.61342376344678,0
0.520038360867212,0
0.572150122526185,0
0.778365248470806,0
0.386916747469803,0
0.303337821175876,0
0.465041061073684,0
0.803449684109256,0
0.0880958493158624,0
0.585436117661108,0
0.072912140102832,0
0.675049009971955,0
0.690705372399303,0
0.474344207970374,0
0.2659913867888,0
0.813129199763578,0
0.53621434720732,0
0.310154871468881,0
0.694697870105875,0
0.499619081319276,0
0.362804816821159,0
0.400254917269679,0
0.944039264634832,0
0.493847995151115,0
0.767809379862242,0
0.775455612310447,0
0.758036892630668,0
0.489434574226413,0
0.630651604853196,0
0.723922612135862,0
0.606021482507146,0
0.674009271662536,0
0.145200115184596,0
0.621814229876369,0
0.909645062813917,0
0.621122172117981,0
0.472623054958895,0
0.205805169406083,0
0.40964175336081,0
0.661495044143906,0
0.210555759014339,0
0.734874801260027,0
0.895131413959554,0
0.36099208308574,0
0.220146064530467,0
0.310062821307513,0
0.444936874326563,0
0.795744382670613,0
0.38946172729178,0
0.11396955333355,0
0.456711014205727,0
0.264137080194628,0
0.739748723548953,0
0.483572279874373,0
0.691582311742824,0
0.609028105355834,0
0.910820536705778,0
0.655025879831498,0
0.207504080864049,0
0.390101037914217,0
0.297265733447031,0
0.535699331782978,0
0.796165481798993,0
0.702444420582185,0
0.252781699858968,0
0.764458681000704,0
0.664463523764296,0
0.571022954530188,0
0.389426987766899,0
0.775676804477777,0
0.974369606763372,0
0.395635098406616,0
0.502381338324484,0
0.391705621457099,0
0.284863650362993,0
0.344149039894452,0
0.713178126359503,0
0.474633738574718,0
0.539903639262126,0
0.204506415819917,0
0.744881639909963,0
0.57965510889064,0
0.428295202844486,0
0.714628336301695,0
0.296049815902129,0
0.785927464875043,0
0.286528365857791,0
0.27236241298324,0
0.466766981515824,0
0.365361451551993,0
0.474874830097956,0
0.447501322976069,0
0.974273457158005,0
0.221779508744784,0
0.431782531687411,0
0.839241420968925,0
0.79826920508087,0
0.947867181912598,0
0.503278559454221,0
0.5974794813642,0
0.475342837156365,0
0.354632110152137,0
0.271425517951887,0
0.437896631403004,0
0.196491665561649,0
0.460200427731504,0
0.20200251404002,0
0.623449543268911,0
0.766581602405024,0
0.727674589952603,0
0.278843232586194,0
0.231903437042341,0
0.829229418977031,0
0.670583225363823,0
0.674710098603237,0
0.384027728365934,0
0.491692436315305,0
0.579386195748037,0
0.536167543987763,0
0.52434292959074,0
0.0863254463673499,0
0.227360192834811,0
0.270462557412266,0
0.0469226991930778,0
0.795662583989299,0
0.804771321467246,0
0.685557659727024,0
0.877931494380742,0
0.607566198642361,0
0.700476363069468,0
0.879928057796328,0
0.858992592448017,0
0.334721783756622,0
0.147907673169473,0
0.758783222312985,0
0.422583334690548,0
0.71723743323876,0
0.240827968351462,0
0.913144861867538,0
0.638926229914424,0
0.754257872402192,0
0.412554734154879,0
0.329397874074678,0
0.538200674592689,0
0.442598369270543,0
0.487277318186591,0
0.437043651236093,0
0.624873326686935,0
0.565164226413921,0
0.499650215509249,0
0.347814844271292,0
0.238665461892237,0
0.828435244047952,0
0.803648311819671,0
0.439294145953667,0
0.584905584334862,0
0.642902976222416,0
0.578655585959583,0
0.460535538932389,0
0.704038324976951,0
0.355993059120438,0
0.221668480443961,0
0.468048633912349,0
0.857566865613455,0
0.718709919284938,0
0.325297062674498,0
0.863339718472805,0
0.89160881187093,0
0.820876890283436,0
0.44358962292055,0
0.891835141598809,0
0.797788815567543,0
0.687335037957013,0
0.244157417055974,0
0.541785140848002,0
0.602323745446572,0
0.843792948584974,0
0.218567191892626,0
0.85254929482189,0
0.305634478955055,0
0.123542418893287,0
0.351522717579957,0
0.63747920014766,0
0.710039359547731,0
0.510362811061159,0
0.570474781996063,0
0.74441785824799,0
0.357531131771391,0
0.558296882858115,0
0.516411648472506,0
0.0911636539794736,0
0.251069520915598,0
0.346842732553833,0
0.578017321205524,0
0.557585969964226,0
0.168187630596939,0
0.279808112742701,0
0.474677103103135,0
0.861950501929388,0
0.691446776213731,0
0.474107078280104,0
0.189211822877644,0
0.683283440043874,0
0.395136017549717,0
0.343787433114942,0
0.699609086865218,0
0.160520809865515,0
0.364931683468529,0
0.119273573885046,0
0.20219131402286,0
0.557038372263089,0
0.18101878448575,0
0.547079512426283,0
0.376765575395812,0
0.423154428416008,0
0.455401806588312,0
0.279413016570952,0
0.743347250696646,0
0.889489462058529,0
0.715467660482411,0
0.775958651357455,0
0.33499155156903,0
0.623413947454504,0
0.309371017728741,0
0.303908357720222,0
0.637148012080727,0
0.487015280419741,0
0.394024471659957,0
0.566142335189685,0
0.417637043991673,0
0.579466183545871,0
0.950525677299947,0
0.645893286705802,0
0.724427006897087,0
0.287344532390625,0
0.588204049366584,0
0.545130400651931,0
0.675006245075185,0
0.279332483637995,0
0.738907091887005,0
0.626643779984849,0
0.179740438833922,0
0.505548401336914,0
0.643105327161274,0
0.300729023128998,0
0.215282916102557,0
0.40830358347573,0
0.419510452080617,0
0.660458272354948,0
0.802069121815339,0
0.238533995930092,0
0.395065051278478,0
0.721893606122124,0
0.0744671938690618,0
0.537874347963668,0
0.582333761737792,0
0.983206744843395,0
0.88034144903137,0
0.740782566072982,0
0.0587803021700718,0
0.609184051688953,0
0.172283207150557,0
0.813721367232678,0
0.650078400363145,0
0.88843795326261,0
0.605898771805354,0
0.306707432551278,0
0.429698180617909,0
0.328407730496492,0
0.36578474770494,0
0.519046904328579,0
0.546401496314097,0
0.131029352732929,0
0.409202894108055,0
0.270346731049666,0
0.221577235575055,0
0.569579381996609,0
0.358018216490118,0
0.618769076181014,0
0.683728767635684,0
0.640250066015292,0
0.664891461432372,0
0.437489764196685,0
0.423411024392569,0
0.539036606151069,0
0.75988260679649,0
0.573633877574696,0
0.366180751603209,0
0.490028384048097,0
0.788164319975417,0
0.733906215935284,0
0.149930221948029,0
0.494299754318142,0
0.191006218132212,0
0.809800303575262,0
0.669538863000294,0
0.592610612076379,0
0.467190095762567,0
0.626429484076653,0
0.542017020978213,0
0.360954655119972,0
0.660520478913246,0
0.458177372668851,0
0.679776878991915,0
0.799717544701253,0
0.730356082418399,0
0.241191920484101,0
0.262663550783066,0
0.537779883573483,0
0.673310799316783,0
0.839793689586487,0
0.22340253770723,0
0.0449623849803931,0
0.689957267752557,0
0.262157924694264,0
0.425935064390402,0
0.0540515139126287,0
0.45845719911246,0
0.582868164410738,0
0.691146407179443,0
0.787610745197508,0
0.712915929944655,0
0.509433931315993,0
0.583331364280363,0
0.826796140452984,0
0.848851953437583,0
0.919064424900954,0
0.827030709036914,0
0.258140538986232,0
0.745421850884738,0
0.317898860283844,0
0.647719800569255,0
0.872350591858512,0
0.257450525375114,0
0.389631201299554,0
0.76571140343701,0
0.303596981666593,0
0.521190278100226,0
0.227275074053148,0
0.424840725568976,0
0.458665475256669,0
0.498094013142993,0
0.782512312441838,0
0.526246232283271,0
0.946769043979046,0
0.687647899504861,0
0.011071157072209,0
0.517565328994404,0
0.412548293825262,0
0.90566149710053,0
0.881545772148738,0
0.704766732922483,0
0.733176681368325,0
0.284168655691341,0
0.179249648093313,0
0.329505293179295,0
0.196555375056069,0
0.37624185834067,0
0.697414877387577,0
0.258195145726044,0
0.837703333637393,0
0.51682629781973,0
0.554027677072958,0
0.641752493229008,0
0.747890779943585,0
0.806704216398852,0
0.203315634451188,0
0.40367072058759,0
0.646000138832766,0
0.273840255702098,0
0.299540873950186,0
0.298162981379964,0
0.667815287311504,0
0.577681516999417,0
0.721438507433281,0
0.556083019392329,0
0.472634708712398,0
0.492257459827874,0
0.553716488432942,0
0.664207549028501,0
0.486502462716698,0
0.653764193601059,0
0.293140862630334,0
0.593320693562633,0
0.488611429066062,0
0.570375509195662,0
0.179781110597703,0
0.239267751078097,0
0.600697452509723,0
0.117433896628263,0
0.473594947233554,0
0.772452574823063,0
0.521535392363169,0
0.45222459170806,0
0.553871246036825,0
0.508231513096859,0
0.189977260599694,0
0.646263171436659,0
0.67477543066271,0
0.493364238941647,0
0.751574210704721,0
